,Occurrences,lemma
0,10,suus
1,8,meus
2,5,omnis
3,2,leprosus
4,2,quidam
5,2,tuus
6,2,liber2
7,2,religiosus1
8,2,deuotus
9,2,dictus
10,2,christus
11,1,uxoratus
12,1,predictus
13,1,bonus
14,1,progenitus
15,1,humilis
16,1,uernaculus1
17,1,noster
18,1,plenus
19,1,magister1
