,Occurrences,lemma
0,19,omnis
1,6,meus
2,4,--
3,4,suus
4,4,sanctus1
5,3,noster
6,2,cultus1
7,2,ipse1
8,2,totus
9,1,nullus
10,1,alius
11,1,exiguus
12,1,incultus1
13,1,nominatus1
14,1,integer
15,1,deditus
16,1,immobilis
17,1,proprius1
18,1,quidam
19,1,libellarius1
20,1,quantus
21,1,talis
22,1,predictus
23,1,magnus
24,1,nominatiuus
25,1,uniuersus
