,Occurrences,lemma
0,9,meus
1,7,omnis
2,3,incultus1
3,3,suus
4,3,colonus1
5,2,--
6,2,humilis
7,2,alius
8,2,presens
9,2,mobilis
10,2,chartularius1
11,2,prelibatus
12,2,uniuersus
13,1,ipse1
14,1,augustus1
15,1,pauper
16,1,cultus1
17,1,iudiciarius1
18,1,uester
19,1,iustus
20,1,tributalis1
21,1,modernus
22,1,libellarius1
23,1,cunctus
