,Occurrences,lemma
0,12,suus
1,8,liber2
2,7,meus
3,5,noster
4,5,sanctus1
5,2,predictus
6,2,alter
7,2,prefatus
8,2,pacificus
9,2,proprius1
10,1,humilis
11,1,plantaris
12,1,lucus1
13,1,secularis1
14,1,omnis
15,1,uester
16,1,massaricius
17,1,sanus
18,1,idoneus
19,1,annuus
20,1,leprosus
