,Occurrences,lemma
0,13,omnis
1,6,chartularius1
2,5,quidam
3,5,suus
4,5,sanctus1
5,4,noster
6,3,diuersus
7,3,reliquus
8,3,libellarius1
9,2,prefatus
10,2,clamans
11,2,supradictus
12,2,meus
13,2,alter
14,2,--
15,2,cunctus
16,2,necessarius1
17,2,mobilis
18,2,iniustus
19,1,publicus1
20,1,uniuersus
21,1,fidelis
22,1,benignus
23,1,dictus
24,1,immobilis
25,1,hic2
26,1,alius
27,1,prenominatus
28,1,iustus
29,1,presens
30,1,cultus1
31,1,masculinus
32,1,proprius1
33,1,equiuocus
34,1,uester
35,1,iamdictus
