,Occurrences,lemma
0,12,trado
1,9,sum
2,8,--
3,7,dono
4,4,confirmo
5,3,consecro
6,3,nuncupo
7,3,pertineo
8,3,facio
9,2,prebendo
10,2,habeo
11,2,seruio
12,2,milito1
13,2,oblo
14,2,acquiro
15,2,denomino
16,2,dico2
17,2,uoco
18,2,habito
19,1,appello1
20,1,audeo
21,1,orior
22,1,introeo
23,1,do
24,1,pertento
25,1,resideo
26,1,domino
27,1,dego
28,1,concedo
29,1,pretitulo
30,1,disuestio
