,Occurrences,lemma
0,9,sum
1,4,construo
2,4,--
3,2,requiro
4,2,propono
5,2,dico2
6,2,consisto
7,2,nosco
8,2,aspicio
9,1,adinquiro
10,1,possideo
11,1,perago
12,1,soluo
13,1,excepto
14,1,pertineo
15,1,dimitto
16,1,ruro
17,1,eligo
18,1,uado1
19,1,offero
