,Occurrences,lemma
0,6,--
1,4,dono
2,4,supermaneo
3,3,sum
4,3,pertineo
5,2,uoco
6,2,habeo
7,1,diuido
8,1,uolo2
9,1,deuoto
10,1,digno
11,1,teneo
12,1,relinquo
13,1,quero
14,1,debeo
15,1,delecto
16,1,abeo
17,1,sino
18,1,trado
19,1,confirmo
20,1,persono
21,1,resideo
22,1,concambio
23,1,dico2
24,1,commaneo
25,1,cedo2
26,1,exscendo
