word	F
,	171
et	99
.	59
in	38
de	32
quod	23
uel	16
ecclesie	15
ex	15
[	13
]	13
ad	12
conuentus	12
que	12
super	11
per	10
ac	9
cum	8
etiam	8
hoc	8
inter	8
naiarensis	8
predicti	8
capitulum	7
ecclesia	7
eius	7
electus	7
est	7
iohannis	7
ipsa	7
si	7
abbatis	6
cluniacensis	6
ecclesiam	6
fide	6
p	6
parte	6
una	6
a	5
arbitrium	5
bona	5
domino	5
eadem	5
ego	5
i	5
non	5
nos	5
omnibus	5
petri	5
sancti	5
se	5
siue	5
subscripsi	5
ut	5
abbas	4
altera	4
burgensis	4
calagurense	4
calagurensem	4
causa	4
compromisso	4
consensu	4
eiusdem	4
eorum	4
episcopi	4
fiduciauit	4
huic	4
ipsi	4
naiarensi	4
omni	4
partes	4
prati	4
procurator	4
teneantur	4
u	4
ab	3
abbati	3
absque	3
alia	3
anno	3
calagurensi	3
canonicus	3
cc	3
decanus	3
dei	3
domini	3
domni	3
domno	3
domnum	3
eidem	3
fontibus	3
fraude	3
fuerit	3
fuerunt	3
hec	3
iohannes	3
ipsum	3
ita	3
iure	3
iuxta	3
licebit	3
m	3
mandato	3
modo	3
naiarensem	3
nostri	3
operam	3
pecia	3
poterit	3
predecessores	3
presentes	3
prior	3
pro	3
promiserunt	3
salutem	3
sed	3
similiter	3
specialiter	3
sunt	3
;	2
:	2
?	2
abbate	2
acto	2
aliis	2
animabus	2
animalia	2
apostolica	2
appositione	2
approbandum	2
approbare	2
approbarent	2
approbent	2
archidiaconi	2
archidiacono	2
archiepiscopi	2
archiepiscopus	2
argenti	2
autem	2
bene	2
burgensem	2
calagurenses	2
calagurensis	2
cantoris	2
capere	2
capituli	2
circa	2
cluniacense	2
commutationem	2
compromissi	2
concessit	2
conuentu	2
conuentui	2
corgenaio	2
dare	2
demum	2
deo	2
dimidium	2
domicellus	2
dominum	2
dominus	2
domnus	2
duxerint	2
ea	2
ecclesiarum	2
eodem	2
episcopum	2
faciet	2
ferrandi	2
firmaui	2
forma	2
frater	2
fuisset	2
guido	2
habebit	2
hac	2
hanc	2
hominum	2
hugonis	2
iam	2
ibi	2
illam	2
inculte	2
inspecturis	2
institutus	2
interdum	2
ipse	2
ipsius	2
iuri	2
linguonensis	2
litteras	2
lucentis	2
marcio	2
martini	2
mauricium	2
mense	2
monachis	2
monachus	2
monasterium	2
mouentibus	2
neque	2
nostro	2
notum	2
obseruare	2
odo	2
omnia	2
pacis	2
partium	2
perpetuum	2
petia	2
petiam	2
possessio	2
possint	2
possit	2
predicta	2
predictam	2
predicto	2
presentia	2
